cod,desc,cant,estante,nivel,costo_unitario
5626,bolsa micro kraft grande 15.5x11x17.5,200,7,2,4.58
5627,cubo micro kraft  9x9x9,300,8,3,10.5
5628,casita micro kraft 17.5x14.5x11,150,9,4,8.5
5629,vela mini micro bond 16x6x8,450,10,5,9.23
5630,caja doble gis  31x10x8,325,1,1,7.45
5631,bolsa micro kraft chica 11.5x7x13,100,2,2,1456
5632,centro de mesa micro kraft chico 13x13x7.5,500,3,3,6.55
5634,ordenador de cajon corto 44 ect 19x15x6,200,4,4,4.58
5637,caja botella micro kraft  12x12x35,300,5,5,10.5
5638,cubo micro kraft  60x60x60,150,6,1,8.5
5639,cubo micro kraft  12x12x12,450,7,2,9.23
5640,lonchera six micro kraft  18.5x12.5x19,325,8,3,7.45
5703,parasol no. 3                                            ,100,9,4,1456
5801,pizza 0 bond 20x20x3,500,10,5,6.55
5802,pizza 0 kraft 20x20x3,200,1,1,4.58
5803,pizza 1 bond 25x25x3,300,2,2,10.5
5804,pizza 1 kraft 25x25x3,150,3,3,8.5
5807,pizza 3 bond 32x32x3,450,4,4,9.23
5808,pizza 3 kraft 32x32x3,325,5,5,7.45
5809,pizza 4 bond 34x34x3,100,6,1,1456
5810,pizza 4 kraft 34x34x3,500,7,2,6.55
5811,pizza 4a bond 38x38x3,200,8,3,4.58
5812,pizza 4a kraft 38x38x3,300,9,4,10.5
5813,pizza 5 bond 41x41x4,150,10,5,8.5
5814,pizza 5 kraft 41x41x4,450,1,1,9.23
5815,pizza 5a bond 44x44x4,325,2,2,7.45
5816,pizza 5a kraft 44x44x4,100,3,3,1456
5818,pizza 30cm bond 30x30x4,500,4,4,6.55
5819,pizza 30cm kraft 30x30x4,200,5,5,4.58
5820,pizza 36cm bond 36x36x4,300,6,1,10.5
5821,pizza 36cm kraft 36x36x4,150,7,2,8.5
5901,caja single no. 3 20x14x5,450,8,3,9.23
5902,caja single no. 6 25x20x6,325,9,4,7.45
5903,caja single no. 13 36x23x5,100,10,5,1456
5904,pastelera mediana single 30x30x12,500,1,1,6.55
5905,almohada grande single  31x24x6,200,2,2,4.58
5906,cofre mini single 7x4.5x6,300,3,3,10.5
5907,cofre mediano single 13x8x11,150,4,4,8.5
5908,cofre grande single 20x12x16,450,5,5,9.23
5909,lonchera chica single 14x11x10,325,6,1,7.45
5910,caja p/botella single 11x11x25,100,7,2,1456
5911,bolsa single chica 9.6x6x12,500,8,3,6.55
5913,cubo single 10x10x10,200,9,4,4.58
5914,sobre single t/carta 28.5x21.5x1.5,300,10,5,10.5
5916,bolo single tipo alcancia 15x8x16,150,1,1,8.5
5917,bolsa single mediana 18.5x11.5x16,450,2,2,9.23
5918,bolsa single grande 18.5x11.5x24,325,3,3,7.45
5920,almohada mini single 8x7x2.5,100,4,4,1456
5921,caja para cd single 15.5x13x3,500,5,5,6.55
5922,caja single no.11 39.5x24.5x9,200,6,1,4.58
5923,caja single no.15 45x29x8.5,300,7,2,10.5
5924,lonchera mediana single 17x12x14,150,8,3,8.5
5929,cubo sorpresa single 15x15x23,450,9,4,9.23
5930,almohada chica single 26x24x6,325,10,5,7.45
5931,centro de mesa single mediano 14x8.5x7,100,1,1,1456
5932,centro de mesa single grande 20x12.5x12.5,500,2,2,6.55
5933,centro de mesa single mini 8x5x4.5,200,3,3,4.58
5934,cofre corrugado 30x20x15,300,4,4,10.5
5935,dulcero grande single 14x8x20,150,5,5,8.5
5936,dulcero chica single  11x9x13,450,6,1,9.23
5937,centro de mesa plano grande single 19x19x7.5,325,7,2,7.45
5938,centro de mesa plano chico single 15x15x7.5,100,8,3,1456
5939,cofre corrugado jumbo 40x30x20,500,9,4,6.55
5940,cubo single ho 9.5x8.5x12,200,10,5,4.58
5941,almohada jumbo single 35x30x10,300,1,1,10.5
6001,caja joyería # 32 8x5.5x2.5,150,2,2,8.5
6002,caja pulsera # 33  9x9x2.5,450,3,3,9.23
6005,caja reloj # 82 20.5x5x2,325,4,4,7.45
6006,caja collar # 75 18x13x2.5,100,5,5,1456
6007,papel regalo disney ,500,6,1,6.55
6008,papel regalo couche ,200,7,2,4.58
6009,papel regalo kraft ,300,8,3,10.5
6010,papel de china ,150,9,4,8.5
6011,moño mágico mediano ,450,10,5,9.23
6012,moño magico chico  ,325,1,1,7.45
6013,moño magico gde  ,100,2,2,1456
6014,cinta celofan transparente  12x33,500,3,3,6.55
6015,cinta diurex 12x10,200,4,4,4.58
6017,papel regalo metalico ,300,5,5,10.5
6019,papel de china picado  ,150,6,1,8.5
6020,moño chico decorado ,450,7,2,9.23
6021,moño mediano decorado ,325,8,3,7.45
6022,cilindro chico  de acetato 21x24,100,9,4,1456
6024,moño grande decorado ,500,10,5,6.55
6029,portaretrato single s/decorar 20x15,200,1,1,4.58
6030,portaretrato single decorado 20x15,300,2,2,10.5
6031,cofre corrugado gde. decorado 30x20x15,150,3,3,8.5
6032,cofre mediano single decorado 13x8x11,450,4,4,9.23
6033,cofre grande dec single  20x12x16,325,5,5,7.45
6037,bolsa papel kraft mini-mini  6x3.5x8,100,6,1,1456
6043,bolsa kraft natural para botella c/ojillo 10x10x33,500,7,2,6.55
6047,cubo corrugado decorado 30x30x30,200,8,3,4.58
6049,corazón  pintado chico 13x8.5x11,300,9,4,10.5
6050,corazón  pintado mediano 29x21x21,150,10,5,8.5
6051,corazón  pintado grande 35x25x26,450,1,1,9.23
6081,cilindro de acetato mediano  26x32,325,2,2,7.45
6086,cilindro de acetato jumbo 40x56,100,3,3,1456
6087,cilindro de acetato grande 30x36,500,4,4,6.55
6088,cilindro de acetato p/corona 16x6.5,200,5,5,4.58
6089,cilindro bolo de acetato 11.5x10,300,6,1,10.5
6090,cilindro mini corrugado  16x20,150,7,2,8.5
6091,cilindro chico corrugado  21x24,450,8,3,9.23
6092,cilindro mediano corrugado     26x32,325,9,4,7.45
6093,cilindro grande corrugado  30x36,100,10,5,1456
6094,cilindro jumbo corrugado  40x50,500,1,1,6.55
6095,cilindro petit micro  11.5x16,200,2,2,4.58
6096,cilindro de acetato mini  16x20,300,3,3,10.5
6097,cilindro joyero acetato 7.8x6.5,150,4,4,8.5
6098,cilindro petit acetato 11.5x16,450,5,5,9.23
6102,cilindro joyero micro 7.8x6.5,325,6,1,7.45
6108,bolo acetato tira pintada 13.5x13,100,7,2,1456
6110,cilindro de acetato p/ tocado 19x8,500,8,3,6.55
6118,cilindro joyero color  7.8x6.5,200,9,4,4.58
6119,caja sombrero med single  40x15,300,10,5,10.5
6120,caja sombrero grande single  47x20,150,1,1,8.5
6121,caja hexagono chico corrugado 22x16,450,2,2,9.23
6122,caja hexagono med corrugado 29x21,325,3,3,7.45
6123,caja hexagono gde corrugado 35x26,100,4,4,1456
6124,caja ovalo chico corrugado 20x13x16,500,5,5,6.55
6125,caja ovalo med corrugado 28x17x21,200,6,1,4.58
6126,caja ovalo gde corrugado 39x23x26,300,7,2,10.5
6127,estrella chica corrugado  17x10,150,8,3,8.5
6128,estrella grande corrugado  30x15,450,9,4,9.23
6129,caja hexagono chica decorado corrug 22x16,325,10,5,7.45
6130,caja hexagono med decorado corrug 29x21,100,1,1,1456
6131,caja hexagono gde decorado corrug  35x26,500,2,2,6.55
6132,caja ovalo chico decorado corrugado 20x13x16,200,3,3,4.58
6133,caja ovalo med decorado corrugado 28x17x21,300,4,4,10.5
6134,caja ovalo gde decorado corrugado 39x23x26,150,5,5,8.5
6135,casita decorada  17.5x14.5x11,450,6,1,9.23
6136,estrella jumbo corrugado 48x20,325,7,2,7.45
6137,cubo corrugado sin decorar 30x30,100,8,3,1456
6138,cofre jumbo decorado corrugado 40x30x30,500,9,4,6.55
6139,caja manzana chica corrugado 16x13x11,200,10,5,4.58
6140,caja manzana grande corrugado 29.5x25x15,300,1,1,10.5
6141,cilindro petit decorado corrugado t/o  11.5x16,150,2,2,8.5
6142,cilindro mini decorado corrugado t/o  16x20,450,3,3,9.23
6143,cilindro chico decorado corrugado t/o  21x24,325,4,4,7.45
6144,cilindro mediano decorado corrugado t/o  26x32,100,5,5,1456
6145,cilindro grande decorado corrugado t/o  30x36,500,6,1,6.55
6146,cilindro jumbo decorado corrugado t/o  40x50,200,7,2,4.58
6147,cilindro de acetato botella decorada 11.5x35,300,8,3,10.5
6148,cilindro corrugado botella decorada 11.5x35,150,9,4,8.5
6149,caja chocolatera decorada t/o 14.5x14.5x8,450,10,5,9.23
6150,cilindro sorpresa corrugado decorado 16x10.5,325,1,1,7.45
6151,caja domino corrugado 20.5x10.5x5,100,2,2,1456
6152,caja carta baraja corrugado 20.5x10.5x5,500,3,3,6.55
6153,caja dado chico corrugado 10x10x10,200,4,4,4.58
6154,caja dado grande corrugado 15x15x15,300,5,5,10.5
6155,caja mariposa grande corrugado decorado 44x16,150,6,1,8.5
6156,caja mariposa chica corrugado decorado 27x11,450,7,2,9.23
6157,caja flor grande corrugado decorado 39x15,325,8,3,7.45
6158,caja flor chica corrugado decorado 19x10,100,9,4,1456
6163,corazon grande 15 cm de altura ,500,10,5,6.55
6165,corazon corrugado con ventana 29x21x6,200,1,1,4.58
6166,cilindro grande de 15 cm de altura 14 feb ,300,2,2,10.5
6203,contenedor chico  dc 48 ect 40x40x47,150,3,3,8.5
6204,contenedor grande dc 48 ect 40x40x92,450,4,4,9.23
6205,caja cuadro chico 29 ect 45.5x38x4.5,325,5,5,7.45
6206,caja cuadro grande 29 ect 62x55x5,100,6,1,1456
6207,juguetero impreso niño/niña dc 48 ect 40x40x47,500,7,2,6.55
6209,casita blanca corrugada 1.14x.84x1.28,200,8,3,4.58
6210,avion  1.00x.50,300,9,4,10.5
6211,estufa en corrug kraft  45x30x56,150,10,5,8.5
6212,carrito en corrug kraft  100x35x60,450,1,1,9.23
6213,cohete en corrug kraft  80x70x130,325,2,2,7.45
6214,juego de vinil para estufa  60x55,100,3,3,1456
6215,juego de vinil para carrito  90x57,500,4,4,6.55
6216,juego de vinil para cohete  87x65,200,5,5,4.58
6301,exhibidor de carton 44 ect 1.02x31x1.49,300,6,1,10.5
6307,pino corrugado ensamblable medida 54x61 ,150,7,2,8.5
6308,pino corrugado con estrella ensamblable medida 45x68 ,450,8,3,9.23
6309,cilindro bastones chico  ,325,9,4,7.45
6310,centro de mesa chico single reno ,100,10,5,1456
6311,centro de mesa grande single reno ,500,1,1,6.55
6312,centro de mesa chico plano single reno ,200,2,2,4.58
6313,centro de mesa grande plano single reno ,300,3,3,10.5
6314,caja pingüino corrugado  ,150,4,4,8.5
6315,caja campana corrugado ,450,5,5,9.23
6316,caja galleta jengibre corrugado ,325,6,1,7.45
6317,caja pino chico micro navideña ,100,7,2,1456
6318,caja corrugado decorado navideño 30x30x20,500,8,3,6.55
6319,caja pino grande decorado micro navideña ,200,9,4,4.58
6320,caja mono de nieve micro navideña ,300,10,5,10.5
6321,caja bota micro navideña ,150,1,1,8.5
6322,caja baston micro navideña ,450,2,2,9.23
6323,cofre jumbo corrugado decorado navideño ,325,3,3,7.45
6324,cilindro de acetato botella decorado nav 11x37,100,4,4,1456
6325,cilindro corrugado botella decorado nav 11x.5x35,500,5,5,6.55
6326,caja chocolatera decorada navideña y moño 14.5x14.5x8,200,6,1,4.58
6327,cilindro sorpresa corrugado decorado nav 16x17,300,7,2,10.5
6328,cilindro corrugado cara de reno nav ,150,8,3,8.5
6329,cilindro corrugado vela navideña ,450,9,4,9.23
6330,caja hexagono chica dec navideña corrug 22x16,325,10,5,7.45
6331,caja hexagono mediano dec navideña corrug 29x21,100,1,1,1456
6332,caja hexagono grande dec navideña corrug 35x26,500,2,2,6.55
6333,caja ovalo chica dec navideña corrug 20x13x16,200,3,3,4.58
6334,caja ovalo med dec navideña corrug 28x17x21,300,4,4,10.5
6335,caja ovalo gde dec navideña corrug 39x23x26,150,5,5,8.5
6336,cofre grande dec navideño single 30x20x15,450,6,1,9.23
6350,cilindro mediano pintado navideño santa claus ,325,7,2,7.45
6351,cilindro grande pintado navideño santa claus ,100,8,3,1456
6352,cilindro jumbo pintado navideño santa claus ,500,9,4,6.55
6360,casita dec navideña 17.5x14.5x11,200,10,5,4.58
6384,cofre jumbo dec navideño corrugado 40x30x30,300,1,1,10.5
6385,cofre med dec navideño single 13x8x11,150,2,2,8.5
6386,cofre grande dec navideño corrugado 30x20x15,450,3,3,9.23
6387,portaretrato dec navideño single 20x15,325,4,4,7.45
6408,bolsa para botella kraft y satinada navideña ,100,5,5,1456
6409,papel de china impreso navideño ,500,6,1,6.55
6414,bolsa satinada chica navideña ,200,7,2,4.58
6415,bolsa satinada mediana navideña ,300,8,3,10.5
6416,bolsa satinada grande navideña ,150,9,4,8.5
6417,bolsa satinada jumbo navideña ,450,10,5,9.23
6425,papel couche navideño ,325,1,1,7.45
6426,papel disney navideño ,100,2,2,1456
6429,papel holograma ,500,3,3,6.55
6430,papel gofrado ,200,4,4,4.58
6431,caja vizcaino navidad 33x23.5x7.5,300,5,5,10.5
6433,dulcera casita navideña ,150,6,1,8.5
6435,cubo contraencolado 30x30 copos 30x30,450,7,2,9.23
6438,moño mini metalico ,325,8,3,7.45
6439,er 11 especial renos ,100,9,4,1456
6440,er 06 navideña 25.5x20x6.5,500,10,5,6.55
6441,er 13 navideña 36x22.5x5.5,200,1,1,4.58
6442,caja happy day navidad ,300,2,2,10.5
6443,caja multiusos navideña 27x14.5x20.5,150,3,3,8.5
6444,lonchera mini navidad 14x11x10,450,4,4,9.23
6445,"lonchera mediana renos,dulce y santa 17x11.5x13",325,5,5,7.45
6448,dulcera med. navideña 16x10x9.5,100,6,1,1456
6449,"dulcera bota, pino y baston 8.7x5x13.7",500,7,2,6.55
6450,moño med. decorado navideño ,200,8,3,4.58
6451,moño gde. decorado navideño ,300,9,4,10.5
6452,almohada ho ho ho gde navideña 31.5x22.5x6,150,10,5,8.5
6454,peluchera mediana caple navideña 20x13x28,450,1,1,9.23
6455,peluchera mediana reno navideña 20x13x28,325,2,2,7.45
6456,caja tipo vizcaino reno 34x24.5x8,100,3,3,1456
6457,caja 13 oh chrisma tree 30x23x5.5,500,4,4,6.55
6458,caja tipo bolsa con asa  32x26x7.5,200,5,5,4.58
6459, cubo esferas 15x15x15,300,6,1,10.5
6460,caja tipo almohada santa 26.5x23x6,150,7,2,8.5
6461,alcancia reno  ,450,8,3,9.23
6462,alcancia santa ,325,9,4,7.45
6463,lonchera mediana renos feliz navidad ,100,10,5,1456
6464,casita kraft navideña ,500,1,1,6.55
6474,cubo 30x30 merry chrismas ,200,2,2,4.58
6475,cubo surprice navideño ,300,3,3,10.5
6482,lonchera copos de nieve ,150,4,4,8.5
6486,lonchera extra mini santa navideña ,450,5,5,9.23
6487,caja palomitas navideña grande ,325,6,1,7.45
6488,caja palomitas navideña mediana ,100,7,2,1456
6489,caja palomitas navideña chica ,500,8,3,6.55
6490,bolsa europa arbol navidad mediana ,200,9,4,4.58
6491,bolsa europa navideña chica ,300,10,5,10.5
6494,dulcero renos ,150,1,1,8.5
6495,caja muñeca grande santa ,450,2,2,9.23
6496,dulcera especial esferas y reno ,325,3,3,7.45
6497,lonchera eco navideña ,100,4,4,1456
6498,peluchera grande jengibre ,500,5,5,6.55
6499,lonchera grande reno y esfera  ,200,6,1,4.58
6501,bolsa satinada mini  ,300,7,2,10.5
6502,bolsa satinada chica    ,150,8,3,8.5
6503,bolsa satinada mediana  ,450,9,4,9.23
6504,bolsa satinada grande  ,325,10,5,7.45
6505,bolsa satinada jumbo  ,100,1,1,1456
6520,bolsa kraft color hor y ver mini ,500,2,2,6.55
6521,bolsa kraft color hor y ver chica ,200,3,3,4.58
6522,bolsa kraft color hor y ver mediana ,300,4,4,10.5
6523,bolsa kraft color hor y ver grande  ,150,5,5,8.5
6524,bolsa kraft color hor y ver jumbo ,450,6,1,9.23
6525,bolsa kraft natural hor y ver mini ,325,7,2,7.45
6526,bolsa kraft natural hor y ver chica ,100,8,3,1456
6527,bolsa kraft natural hor y ver mediana ,500,9,4,6.55
6528,bolsa kraft natural hor y ver grande ,200,10,5,4.58
6529,bolsa kraft natural hor y ver jumbo ,300,1,1,10.5
6530,bolsa para botella  kraft pintada ,150,2,2,8.5
6531,bolsa para botella  kraft natural sin ojillo ,450,3,3,9.23
6594,bolsa bond mini horizontal y vertical blanca  ,325,4,4,7.45
6595,bolsa bond chica horizontal y vertical blanca  ,100,5,5,1456
6596,bolsa bond mediana horizontal y vertical blanca  ,500,6,1,6.55
6597,bolsa bond grande horizontal y vertical blanca ,200,7,2,4.58
6598,bolsa bond jumbo horizontal y vertical blanca ,300,8,3,10.5
6613,bolsa de estrasa #   6 14.5x9.5x31.5,150,9,4,8.5
6614,bolsa de estrasa # 10 16.5x9x38,450,10,5,9.23
6615,bolsa de estrasa # 20 20x10.5x47,325,1,1,7.45
6620,bolsa estrasa despensa 30.5x18x41,100,2,2,1456
